pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,st_teff,st_mass,st_rad,disc_year,discoverymethod,sy_dist
Kepler-968 b,2.0,4.66,3.692983728,0.0389,0.0,4598.0,0.76,0.7,2016.0,Transit,290.324
Kepler-1145 b,1.4,2.54,3.97076766,0.0443,0.0,5064.0,0.79,0.75,2016.0,Transit,691.961
Kepler-1147 b,2.61,7.32,10.62784997,0.0961,0.0,5941.0,1.09,1.14,2016.0,Transit,1657.36
Kepler-1029 b,1.26,2.13,4.417696479,0.047,0.0,5030.0,0.82,0.77,2016.0,Transit,366.656
Kepler-996 b,1.98,4.58,3.770590584,0.0474,0.0,6014.0,1.09,1.14,2016.0,Transit,1216.58
Kepler-966 b,4.13,16.0,99.747622,0.3907,0.0,5840.0,1.02,1.02,2016.0,Transit,1027.8
Kepler-1047 b,2.09,5.02,56.1886887,0.29871,0.0,5754.0,1.08,1.13,2016.0,Transit,817.647
Kepler-1149 b,1.44,2.67,3.73089898,0.0473,0.0,5833.0,1.02,1.01,2016.0,Transit,1217.73
Kepler-1148 b,1.69,3.5,1.104463509,0.0188,0.0,5054.0,0.81,0.77,2016.0,Transit,625.692
Kepler-1057 b,3.36,11.2,14.08827448,0.1138,0.0,5987.0,1.07,1.1,2016.0,Transit,1201.82
Kepler-1059 b,1.73,3.64,3.764191048,0.044,0.0,4906.0,0.75,0.72,2016.0,Transit,713.167
Kepler-965 b,3.38,11.4,134.2527298,0.50998,0.0,5886.0,1.05,1.15,2016.0,Transit,582.828
Kepler-999 b,2.34,6.08,5.991857017,0.06918,0.0,6237.0,1.29,1.65,2016.0,Transit,545.063
Kepler-1112 b,3.02,9.38,14.36267939,0.1239,0.0,6496.0,1.34,1.54,2016.0,Transit,1671.28
Kepler-952 b,7.65,45.4,130.3546919,0.5183,0.0,5730.0,1.0,0.99,2016.0,Transit,1304.25
Kepler-479 b,2.12,5.14,12.49341307,0.09636,0.0,5247.0,0.86,0.81,2016.0,Transit,344.901
Kepler-934 b,2.09,5.02,55.6738309,0.2658,0.0,5001.0,0.81,0.77,2016.0,Transit,608.738
Kepler-977 b,2.62,7.37,26.85328322,0.162,0.0,5315.0,0.87,0.83,2016.0,Transit,568.751
Kepler-1021 b,2.33,6.04,13.47469571,0.1034,0.0,5431.0,0.89,0.86,2016.0,Transit,810.082
Kepler-979 b,2.72,7.85,8.0880135,0.0753,0.0,5310.0,0.87,0.83,2016.0,Transit,576.503
Kepler-982 b,2.25,5.69,15.7738221,0.1277,0.0,6139.0,1.16,1.29,2016.0,Transit,801.479
Kepler-936 b,1.45,2.7,10.56134221,0.0954,0.0,5482.0,0.92,0.89,2016.0,Transit,823.399
Kepler-938 b,2.22,5.56,52.6298417,0.2689,0.0,5533.0,0.92,0.89,2016.0,Transit,1182.05
Kepler-1006 b,1.54,2.99,19.76172042,0.1464,0.0,5328.0,0.78,0.74,2016.0,Transit,1081.738
Kepler-1009 b,2.17,5.35,11.35011917,0.0796,0.0,4027.0,0.59,0.57,2016.0,Transit,355.019
Kepler-976 b,3.96,14.9,105.9564148,0.4217,0.0,5232.0,0.87,0.83,2016.0,Transit,1012.41
Kepler-1052 b,2.93,8.91,34.8538276,0.20988,0.0,5888.0,1.03,1.03,2016.0,Transit,943.444
Kepler-1120 b,1.38,2.48,2.949029052,0.0369,0.0,4904.0,0.78,0.74,2016.0,Transit,615.231
Kepler-1123 b,1.67,3.43,4.33946454,0.0497,0.0,5500.0,0.93,0.9,2016.0,Transit,704.323
Kepler-940 b,3.34,11.1,59.6225257,0.3059,0.0,5769.0,0.97,0.96,2016.0,Transit,1260.78
Kepler-1035 b,1.17,1.71,2.714077555,0.03883,0.0,5763.0,0.98,0.97,2016.0,Transit,562.116
Kepler-1027 b,0.89,0.64,1.907805199,0.02911,0.0,5436.0,0.91,0.82,2016.0,Transit,405.104
Kepler-986 b,2.36,6.17,56.4349938,0.29131,0.0,5642.0,0.96,0.98,2016.0,Transit,548.364
Kepler-1011 b,2.87,8.6,5.753221974,0.0633,0.0,5416.0,0.91,0.88,2016.0,Transit,736.779
Kepler-1068 b,3.63,12.8,16.92344113,0.13038,0.0,5806.0,1.01,1.01,2016.0,Transit,1473.61
Kepler-917 b,1.91,4.31,2.970414375,0.0378,0.0,5418.0,0.8,0.76,2016.0,Transit,3460.51
Kepler-918 b,1.74,3.68,4.85386933,0.0569,0.0,6028.0,1.11,1.14,2016.0,Transit,1025.03
Kepler-978 b,2.99,9.22,49.6221509,0.2726,0.0,6002.0,1.07,1.09,2016.0,Transit,682.522
Kepler-1002 b,1.71,3.57,4.336429331,0.0564,0.0,6144.0,1.22,1.57,2016.0,Transit,408.303
Kepler-493 b,15.13,,3.003876581,0.0439,0.0,6457.0,1.36,1.54,2016.0,Transit,1745.77
Kepler-1128 b,3.65,12.9,61.6178167,0.302,0.0,5543.0,0.94,0.91,2016.0,Transit,1083.41
Kepler-920 b,2.42,6.44,6.53192704,0.065,0.0,5403.0,0.89,0.85,2016.0,Transit,1001.68
Kepler-919 b,2.25,5.69,11.04603384,0.0981,0.0,6113.0,1.15,1.21,2016.0,Transit,1119.87
Kepler-921 b,2.87,8.6,51.300634,0.2716,0.0,5663.0,0.93,0.91,2016.0,Transit,934.49
Kepler-1015 b,3.55,12.3,16.00494214,0.1345,0.0,6769.0,1.49,1.81,2016.0,Transit,739.357
Kepler-1005 b,1.5,2.86,6.49801525,0.06717,0.0,5782.0,1.0,1.06,2016.0,Transit,567.806
Kepler-972 b,4.65,19.5,7.03932553,0.0734,0.0,6146.0,1.15,1.22,2016.0,Transit,1198.03
Kepler-1130 b,0.8,0.437,5.45298175,0.05963,0.0,5403.0,0.9,0.81,2016.0,Transit,249.343
Kepler-1131 b,1.59,3.15,3.53232449,0.0459,0.0,5851.0,1.03,1.04,2016.0,Transit,1030.7
Kepler-1025 b,1.98,4.58,37.3229493,0.21607,0.0,6089.0,1.09,1.13,2016.0,Transit,803.776
Kepler-497 b,6.04,30.4,3.573203671,0.0457,0.0,5834.0,1.09,1.11,2016.0,Transit,1291.98
Kepler-994 b,1.6,3.19,1.151166506,0.0177,0.0,3934.0,0.56,0.54,2016.0,Transit,188.158
Kepler-1132 b,2.35,6.12,62.8916228,0.2881,0.0,5298.0,0.87,0.83,2016.0,Transit,867.931
Kepler-1069 b,1.6,3.19,23.8990296,0.16587,0.0,5722.0,0.99,0.98,2016.0,Transit,695.967
Kepler-1034 b,2.26,5.73,12.12400943,0.0965,0.0,5198.0,0.83,0.8,2016.0,Transit,654.549
Kepler-944 b,2.63,7.41,43.3167737,0.2288,0.0,5409.0,0.86,0.83,2016.0,Transit,1349.43
Kepler-942 b,2.13,5.18,44.96417488,0.22737,0.0,4861.0,0.81,0.75,2016.0,Transit,216.354
Kepler-946 b,1.93,4.38,11.79162572,0.1002,0.0,5665.0,0.94,0.93,2016.0,Transit,1137.29
HD 50554 c,1.31,5.3,5.969362,0.0652,0.0,5968.0,1.04,1.146,2026.0,Transit,31.1664
Kepler-992 b,1.62,3.26,20.16034462,0.13372,0.0,4944.0,0.8,0.74,2016.0,Transit,259.639
Kepler-1134 b,2.64,7.46,17.13263989,0.1242,0.0,5281.0,0.84,0.81,2016.0,Transit,944.445
Kepler-1135 b,1.85,4.08,76.957857,0.3436,0.0,5656.0,0.96,0.94,2016.0,Transit,1314.64
Kepler-951 b,5.59,26.7,71.52530845,0.3091,0.0,4834.0,0.77,0.73,2016.0,Transit,382.509
Kepler-967 b,2.35,6.12,13.22713379,0.1027,0.0,5178.0,0.84,0.8,2016.0,Transit,568.546
Kepler-1013 b,2.15,5.27,18.93054959,0.137,0.0,4954.0,0.81,0.76,2016.0,Transit,422.246
Kepler-1233 b,2.6,7.27,45.1263042,0.263,0.0,6198.0,1.16,1.25,2016.0,Transit,1178.7
Kepler-1234 b,2.81,8.3,11.94014029,0.096,0.0,4967.0,0.8,0.76,2016.0,Transit,916.749
Kepler-523 b,1.96,4.5,5.835983111,0.06159,0.0,5515.0,0.93,0.86,2016.0,Transit,253.295
Gl 725 B c,1.66,3.4,37.9,0.139,,3379.0,0.25,0.28,2026.0,Radial Velocity,6.842357
Kepler-1180 b,1.99,4.62,16.8601286,0.1246,0.0,6077.0,1.09,1.14,2016.0,Transit,1596.8
Kepler-1181 b,1.57,3.09,4.89337519,0.0621,0.0,6176.0,1.17,1.3,2016.0,Transit,938.417
Kepler-1189 b,1.77,3.78,3.78858982,0.0467,0.0,6012.0,1.11,1.16,2016.0,Transit,782.852
Kepler-1236 b,2.14,5.22,31.0571618,0.1803,0.0,5337.0,0.86,0.82,2016.0,Transit,999.64
Kepler-1235 b,0.79,0.418,4.16055856,0.04836,0.0,5541.0,0.93,0.9,2016.0,Transit,540.604
Kepler-518 b,2.11,5.1,8.512035877,0.07996,0.0,5842.0,0.96,0.88,2016.0,Transit,337.901
Kepler-1276 b,1.19,1.81,12.5720095,0.10863,0.0,6188.0,1.14,1.21,2016.0,Transit,538.481
Kepler-1277 b,1.6,3.19,40.8365012,0.21857,0.0,5578.0,0.94,0.92,2016.0,Transit,557.193
Kepler-1182 b,2.41,6.39,11.17394617,0.0981,0.0,5924.0,1.04,1.05,2016.0,Transit,1545.39
Kepler-549 b,2.57,11.0,42.9495649,0.23236,0.0,5360.0,0.88,0.84,2016.0,Transit,635.145
Kepler-1237 b,2.86,8.55,84.5733226,0.3778,0.0,5472.0,0.94,0.9,2016.0,Transit,1064.31
Kepler-1279 b,1.75,3.71,23.4774101,0.1785,0.0,6221.0,1.21,1.33,2016.0,Transit,1494.22
Kepler-1280 b,1.87,4.16,66.5579057,0.33982,0.0,6227.0,1.2,1.32,2016.0,Transit,1486.7
Kepler-1076 b,0.8,0.437,6.14727918,0.0611,0.0,4868.0,0.79,0.74,2016.0,Transit,199.0
Kepler-1077 b,2.77,8.1,34.3511874,0.2101,0.0,5816.0,1.02,1.02,2016.0,Transit,1101.42
Kepler-1193 b,1.32,2.3,2.832652134,0.04004,0.0,5908.0,1.08,1.21,2016.0,Transit,802.116
Kepler-1194 b,1.51,2.89,16.22371307,0.1212,0.0,5590.0,0.94,0.92,2016.0,Transit,757.382
Kepler-1238 b,1.93,4.38,4.14787559,0.0541,0.0,6386.0,1.3,1.48,2016.0,Transit,1632.13
Kepler-1282 b,1.55,3.02,2.131946513,0.0335,0.0,5504.0,0.92,0.89,2016.0,Transit,1103.29
Kepler-1078 b,1.9,4.27,3.00725242,0.0388,0.0,5612.0,0.94,0.92,2016.0,Transit,2481.71
Kepler-1079 b,1.63,3.29,13.24503188,0.1092,0.0,5758.0,1.08,1.36,2016.0,Transit,591.098
Kepler-1242 b,2.26,5.73,13.62798432,0.1039,0.0,4895.0,0.77,0.74,2016.0,Transit,687.615
Kepler-1243 b,1.75,3.71,16.8320729,0.1256,0.0,5667.0,0.96,0.94,2016.0,Transit,758.17
Kepler-1081 b,1.01,1.01,3.856918547,0.04662,0.0,5345.0,0.88,0.84,2016.0,Transit,420.215
Kepler-1199 b,1.15,1.6,15.0447198,0.11309,0.0,5889.0,0.94,1.17,2016.0,Transit,563.493
Kepler-1202 b,2.94,8.96,28.6851324,0.179,0.0,5834.0,1.03,1.04,2016.0,Transit,1175.38
Kepler-519 b,2.1,5.06,24.3078946,0.15932,0.0,5260.0,0.89,0.8,2016.0,Transit,246.61
Kepler-1284 b,1.21,1.92,0.664073806,0.0143,0.0,5123.0,0.84,0.79,2016.0,Transit,882.324
Kepler-1083 b,3.36,11.2,33.4177993,0.1899,0.0,5049.0,0.81,0.77,2016.0,Transit,902.633
Kepler-1203 b,1.06,1.2,0.588000765,0.0114,0.0,4105.0,0.64,0.61,2016.0,Transit,317.022
Kepler-1204 b,3.05,9.53,85.7350285,0.3877,0.0,5825.0,1.03,1.03,2016.0,Transit,1175.22
Kepler-1246 b,1.36,2.42,11.32271513,0.0848,0.0,4611.0,0.73,0.69,2016.0,Transit,436.505
Kepler-1289 b,1.52,2.92,7.99019627,0.0785,0.0,6080.0,1.1,1.17,2016.0,Transit,1053.57
Kepler-1087 b,0.61,0.165,0.693842855,0.01554,0.0,5589.0,0.96,0.94,2016.0,Transit,362.623
Kepler-1086 b,2.44,6.53,18.78425728,0.1198,0.0,4350.0,0.7,0.66,2016.0,Transit,466.084
Kepler-1088 b,1.42,2.6,23.12748644,0.16163,0.0,5975.0,1.08,1.08,2016.0,Transit,280.629
Kepler-1206 b,1.64,3.33,1.216997663,0.0201,0.0,4877.0,0.8,0.75,2016.0,Transit,762.019
Kepler-1205 b,1.41,2.57,1.078390352,0.0196,0.0,5226.0,0.84,0.81,2016.0,Transit,698.485
Kepler-1249 b,2.38,6.26,24.3347127,0.167,0.0,6202.0,1.19,1.28,2016.0,Transit,1904.54
Kepler-1250 b,1.92,4.35,2.607543834,0.0393,0.0,5717.0,0.99,0.98,2016.0,Transit,2126.85
Kepler-1293 b,0.97,0.871,5.57654784,0.06763,0.0,6241.0,1.18,1.28,2016.0,Transit,1028.16
Kepler-513 b,2.2,5.48,28.86235584,0.1779,0.0,5849.0,1.02,1.06,2016.0,Transit,468.258
Kepler-1092 b,2.07,4.94,58.6017925,0.2996,0.0,5862.0,0.99,1.0,2016.0,Transit,981.233
Kepler-1209 b,1.51,2.89,25.369116,0.17515,0.0,6210.0,1.23,1.38,2016.0,Transit,505.531
Kepler-1252 b,1.67,3.43,15.0540329,0.1078,0.0,5949.0,1.06,1.09,2016.0,Transit,648.979
Kepler-1253 b,1.33,2.33,68.8861915,0.31444,0.0,5850.0,0.97,1.1,2016.0,Transit,514.524
Kepler-1156 b,1.32,2.3,11.89520511,0.09704,0.0,5778.0,1.0,1.0,2016.0,Transit,691.331
Kepler-1155 b,2.03,4.78,33.469743,0.2006,0.0,5842.0,1.03,1.03,2016.0,Transit,1128.72
Kepler-1093 b,1.95,4.46,25.0824626,0.17543,0.0,6166.0,1.13,1.2,2016.0,Transit,1072.88
Kepler-1094 b,3.18,10.2,78.1000231,0.3625,0.0,6112.0,1.14,1.21,2016.0,Transit,1291.01
Kepler-1213 b,1.19,1.81,5.34982412,0.06026,0.0,6050.0,1.14,1.21,2016.0,Transit,807.812
Kepler-1255 b,2.32,5.99,36.2919336,0.2226,0.0,6018.0,1.08,1.12,2016.0,Transit,1617.07
Kepler-1256 b,1.49,2.83,12.4127754,0.10733,0.0,6129.0,1.17,1.36,2016.0,Transit,891.192
Kepler-1160 b,2.14,5.22,7.97034958,0.0755,0.0,5519.0,0.92,0.89,2016.0,Transit,1077.63
Kepler-1158 b,2.34,6.08,13.5396293,0.12643,0.0,6203.0,1.41,1.95,2016.0,Transit,1484.25
Kepler-1097 b,3.26,10.7,187.747029,0.5791,0.0,5211.0,0.82,0.79,2016.0,Transit,719.802
Kepler-1095 b,1.21,1.92,4.27103091,0.0514,0.0,5658.0,0.94,0.92,2016.0,Transit,792.522
Kepler-1217 b,1.99,4.62,2.032325072,0.0326,0.0,5905.0,1.06,1.08,2016.0,Transit,1347.71
Kepler-1216 b,1.39,2.51,4.37034536,0.0519,0.0,5743.0,0.99,0.98,2016.0,Transit,1258.36
Kepler-1257 b,1.52,2.92,2.668313762,0.0376,0.0,5502.0,0.9,0.87,2016.0,Transit,1105.95
Kepler-1260 b,1.77,3.78,19.1187753,0.1444,0.0,5961.0,1.06,1.08,2016.0,Transit,1734.43
Kepler-1163 b,1.03,1.08,6.11786898,0.06868,0.0,6302.0,1.22,1.35,2016.0,Transit,478.647
Kepler-1100 b,1.75,3.71,6.42200058,0.06745,0.0,6247.0,1.21,1.34,2016.0,Transit,693.618
Kepler-1098 b,1.3,2.24,2.543072855,0.0358,0.0,5794.0,0.99,0.99,2016.0,Transit,1049.19
Kepler-1261 b,2.26,5.73,48.4308991,0.239,0.0,5006.0,0.82,0.77,2016.0,Transit,744.294
Kepler-1166 b,1.69,3.5,33.2406882,0.1975,0.0,5446.0,0.9,0.86,2016.0,Transit,634.906
Kepler-1167 b,1.71,3.57,1.003933739,0.0175,0.0,4971.0,0.79,0.75,2016.0,Transit,820.905
Kepler-1103 b,2.27,5.77,19.79191978,0.15336,0.0,6092.0,1.11,1.15,2016.0,Transit,1331.92
Kepler-1221 b,1.88,4.19,12.00096042,0.0906,0.0,5194.0,0.87,0.82,2016.0,Transit,913.65
Kepler-522 b,6.91,38.2,38.58422849,0.25029,0.0,6392.0,1.54,1.98,2016.0,Transit,639.239
Kepler-1264 b,1.18,1.76,0.968526023,0.01839,0.0,5791.0,0.99,0.98,2016.0,Transit,801.993
Kepler-1169 b,0.94,0.779,6.11009134,0.06931,0.0,6191.0,1.24,1.23,2016.0,Transit,522.823
Kepler-1168 b,2.5,6.8,55.8226539,0.2663,0.0,5157.0,0.87,0.82,2016.0,Transit,752.666
Kepler-1106 b,1.65,3.36,1.252752174,0.0239,0.0,6104.0,1.11,1.17,2016.0,Transit,1090.7
Kepler-1226 b,1.45,2.7,17.2923453,0.13945,0.0,5923.0,1.02,1.02,2016.0,Transit,1125.72
Kepler-1266 b,2.58,7.18,28.474748,0.16431,0.0,5044.0,0.8,0.76,2016.0,Transit,849.312
Kepler-1268 b,2.03,4.78,40.9903986,0.2383,0.0,5904.0,1.06,1.09,2016.0,Transit,1840.77
Kepler-1171 b,2.56,7.08,1.44259224,0.0284,0.0,7044.0,1.58,1.95,2016.0,Transit,573.0
Kepler-1172 b,3.2,10.3,26.0204423,0.168,0.0,5558.0,0.92,0.89,2016.0,Transit,1306.53
Kepler-1109 b,2.19,5.43,37.6467384,0.2466,0.0,5893.0,1.05,1.06,2016.0,Transit,685.087
Kepler-1110 b,2.66,7.56,9.69312032,0.0754,0.0,4781.0,0.73,0.7,2016.0,Transit,726.828
Kepler-1229 b,1.4,2.54,86.828989,0.3006,0.0,3784.0,0.54,0.51,2016.0,Transit,265.482
Kepler-436 c,2.33,6.04,16.79713874,0.11452,0.0,4685.0,0.75,0.71,2016.0,Transit,588.867
Kepler-1270 b,3.32,11.0,6.03356196,0.07045,0.0,5047.0,1.28,3.38,2016.0,Transit,1095.05
Kepler-804 c,1.14,1.55,9.65185017,0.08654,0.0,5817.0,1.01,1.05,2016.0,Transit,649.65
Kepler-1230 b,2.71,7.8,9.95661537,0.0921,0.0,5961.0,1.06,1.08,2016.0,Transit,1364.22
Kepler-1271 b,1.48,2.79,3.0255955,0.04233,0.0,6143.0,1.13,1.23,2016.0,Transit,831.991
Kepler-1273 b,2.49,6.76,28.625653,0.1857,0.0,5566.0,0.94,0.91,2016.0,Transit,1114.24
Kepler-1177 b,1.9,4.27,106.247547,0.4301,0.0,5712.0,0.98,0.97,2016.0,Transit,1299.97
Kepler-1179 b,1.32,2.3,2.685057492,0.03497,0.0,5212.0,0.84,0.81,2016.0,Transit,415.205
Kepler-1152 b,0.87,0.59,1.646801908,0.0223,0.0,3964.0,0.55,0.53,2016.0,Transit,215.233
Kepler-1186 b,2.23,5.6,16.07677615,0.1281,0.0,5635.0,0.95,0.93,2016.0,Transit,1337.25
Kepler-535 b,2.36,6.17,4.903321551,0.06011,0.0,6123.0,1.18,1.27,2016.0,Transit,685.599
Kepler-1411 b,2.82,8.35,86.1150888,0.4001,0.0,5664.0,0.95,0.92,2016.0,Transit,1660.48
Kepler-1413 b,1.82,3.97,13.1829642,0.1066,0.0,5196.0,0.84,0.8,2016.0,Transit,1167.49
Kepler-1317 b,1.56,3.05,0.568874427,0.0128,0.0,5144.0,0.83,0.79,2016.0,Transit,728.303
Kepler-1318 b,3.11,9.85,213.257663,0.6085,0.0,4598.0,0.73,0.7,2016.0,Transit,475.248
Kepler-1362 b,2.6,7.27,136.205626,0.4626,0.0,4857.0,0.8,0.74,2016.0,Transit,731.298
Kepler-536 b,3.1,9.8,1.827082299,0.02835,0.0,5524.0,0.92,0.89,2016.0,Transit,462.322
Kepler-1415 b,1.29,2.21,0.63642408,0.01416,0.0,5267.0,0.89,0.84,2016.0,Transit,1043.56
Kepler-1320 b,1.7,3.53,0.868386528,0.0163,0.0,4817.0,0.8,0.74,2016.0,Transit,647.424
Kepler-1321 b,4.92,21.5,11.12830484,0.0781,0.0,4094.0,0.54,0.53,2016.0,Transit,769.146
Kepler-1366 b,1.43,2.63,2.164570968,0.0273,0.0,4070.0,0.62,0.6,2016.0,Transit,465.826
Kepler-903 c,2.53,6.94,62.9228557,0.30249,0.0,5682.0,0.98,0.97,2016.0,Transit,1369.24
Kepler-758 e,1.53,2.96,8.1934719,0.0829,0.0,6228.0,1.16,1.42,2016.0,Transit,1502.32
Kepler-1417 b,1.0,0.972,20.3505213,0.14062,0.0,5839.0,1.02,1.02,2016.0,Transit,991.845
Kepler-1322 b,1.61,3.22,0.962867382,0.0183,0.0,5488.0,0.9,0.87,2016.0,Transit,1350.32
Kepler-525 b,2.63,7.41,18.68404933,0.14386,0.0,5573.0,0.95,1.15,2016.0,Transit,992.852
Kepler-722 c,2.82,8.35,105.144749,0.4471,0.0,5863.0,1.03,1.05,2016.0,Transit,1239.5
Kepler-1422 b,2.02,4.74,18.6051942,0.1499,0.0,6194.0,1.15,1.23,2016.0,Transit,2465.84
Kepler-1327 b,1.8,3.89,14.88801098,0.11151,0.0,5885.0,1.02,1.03,2016.0,Transit,678.069
Kepler-1368 b,1.65,3.36,0.675649486,0.0153,0.0,5906.0,1.07,1.08,2016.0,Transit,1635.82
Kepler-769 c,1.79,3.86,15.9870174,0.1297,0.0,6186.0,1.19,1.28,2016.0,Transit,1169.57
Kepler-770 c,1.2,1.87,1.475322314,0.0309,0.0,5598.0,0.94,0.92,2016.0,Transit,930.457
Kepler-1430 b,1.18,1.76,2.46050993,0.0304,0.0,4796.0,0.77,0.72,2016.0,Transit,875.523
Kepler-1431 b,1.47,2.76,5.86601526,0.0648,0.0,5806.0,1.03,1.03,2016.0,Transit,1623.24
Kepler-1328 b,0.98,0.904,4.52158888,0.052,0.0,5780.0,1.0,0.99,2016.0,Transit,813.543
Kepler-1329 b,2.17,5.35,9.33646594,0.0747,0.0,4500.0,0.72,0.69,2016.0,Transit,588.037
Kepler-527 b,2.84,8.45,13.28535633,0.11646,0.0,6388.0,1.28,1.45,2016.0,Transit,750.04
Kepler-1371 b,0.73,0.315,3.4462039,0.04214,0.0,5361.0,0.87,0.83,2016.0,Transit,515.334
Kepler-770 d,1.4,2.54,4.15244722,0.0616,0.0,5598.0,0.94,0.92,2016.0,Transit,930.457
Kepler-896 b,2.53,6.94,144.547396,0.56378,0.0,5262.0,0.84,0.81,2016.0,Transit,2334.93
Kepler-1427 b,1.1,1.37,0.968972376,0.0197,0.0,5793.0,1.01,1.01,2016.0,Transit,1220.0
Kepler-1332 b,1.37,2.45,11.87456832,0.09915,0.0,5581.0,0.95,0.9,2016.0,Transit,528.685
Kepler-1330 b,1.65,3.36,10.10769068,0.0889,0.0,5608.0,0.97,0.94,2016.0,Transit,1720.48
Kepler-1373 b,1.16,1.65,1.29123275,0.02598,0.0,6299.0,1.22,1.33,2016.0,Transit,1699.46
Kepler-1374 b,2.29,5.86,10.65276707,0.0918,0.0,5323.0,0.85,0.81,2016.0,Transit,1078.46
Kepler-1311 c,1.22,1.98,2.53573424,0.03753,0.0,5748.0,1.05,1.4,2016.0,Transit,866.331
Kepler-1428 b,1.64,3.33,10.67607169,0.11051,0.0,6184.0,1.28,1.36,2016.0,Transit,1530.32
Kepler-1429 b,1.29,2.21,4.48487493,0.055,0.0,5902.0,1.05,1.07,2016.0,Transit,1214.09
Kepler-1335 b,1.45,2.7,6.26406846,0.0615,0.0,4903.0,0.77,0.74,2016.0,Transit,621.853
Kepler-528 b,2.08,4.98,19.78297415,0.14219,0.0,5807.0,1.01,1.06,2016.0,Transit,784.23
Kepler-1321 c,2.4,6.35,2.226491086,0.0267,0.0,4094.0,0.54,0.53,2016.0,Transit,769.146
Kepler-1433 b,1.56,3.05,4.13592271,0.0516,0.0,6097.0,1.14,1.19,2016.0,Transit,1328.0
Kepler-1337 b,2.41,6.39,24.4002549,0.1441,0.0,4523.0,0.7,0.67,2016.0,Transit,601.629
Kepler-1339 b,0.71,0.285,1.341555127,0.02356,0.0,5586.0,0.94,0.93,2016.0,Transit,371.049
Kepler-1377 b,1.25,2.1,0.740928422,0.0153,0.0,5218.0,0.86,0.82,2016.0,Transit,1146.1
Kepler-1378 b,2.2,5.48,11.95398936,0.0885,0.0,4407.0,0.7,0.67,2016.0,Transit,506.434
Kepler-1370 c,1.27,2.15,7.44142113,0.08084,0.0,6202.0,1.19,1.29,2016.0,Transit,1004.1
Kepler-1295 b,1.55,3.02,3.81371974,0.0464,0.0,5486.0,0.92,0.89,2016.0,Transit,1174.46
Kepler-1296 b,0.91,0.693,8.3839865,0.0896,0.0,5359.0,0.87,0.83,2016.0,Transit,1551.54
Kepler-1341 b,2.99,9.22,132.9968322,0.47267,0.0,4662.0,0.79,0.72,2016.0,Transit,476.957
Kepler-529 b,1.86,4.12,1.980357663,0.0309,0.0,6087.0,1.07,1.14,2016.0,Transit,799.008
Kepler-1380 b,1.43,2.63,10.3108245,0.0917,0.0,5570.0,0.96,0.94,2016.0,Transit,2462.94
Kepler-1391 b,1.68,3.46,54.4092333,0.30045,0.0,5840.0,1.03,1.1,2016.0,Transit,1038.35
Kepler-1392 b,1.96,4.5,15.1410397,0.1189,0.0,5479.0,0.88,0.85,2016.0,Transit,1117.0
Kepler-1297 b,0.97,0.871,1.68189002,0.0283,0.0,5818.0,0.99,0.99,2016.0,Transit,1439.47
Kepler-1343 b,1.93,4.38,3.35183158,0.0449,0.0,5759.0,0.95,0.93,2016.0,Transit,1756.71
Kepler-1344 b,1.84,4.04,4.7683049,0.05501,0.0,5981.0,1.09,1.13,2016.0,Transit,853.959
Kepler-1383 b,1.41,2.57,13.9093583,0.11397,0.0,6370.0,1.26,1.44,2016.0,Transit,1027.21
Kepler-1381 b,2.25,5.69,25.3842686,0.1728,0.0,5747.0,0.96,0.94,2016.0,Transit,1197.04
Kepler-1393 b,0.8,0.437,2.44357812,0.0337,0.0,5697.0,0.95,0.92,2016.0,Transit,544.456
Kepler-1300 b,1.37,2.45,22.2419092,0.16005,0.0,6130.0,1.29,1.79,2016.0,Transit,777.025
Kepler-616 c,3.41,11.5,90.4113556,0.4024,0.0,5753.0,0.98,0.97,2016.0,Transit,945.775
Kepler-1347 b,1.03,1.08,14.00947528,0.104,0.0,5193.0,0.82,0.79,2016.0,Transit,321.0
Kepler-1345 b,2.36,6.17,44.6169557,0.26412,0.0,6449.0,1.32,1.55,2016.0,Transit,1355.02
Kepler-1385 b,0.85,0.543,2.88879862,0.04262,0.0,5732.0,1.15,1.29,2016.0,Transit,688.795
Kepler-1384 b,1.94,4.42,15.36262753,0.1126,0.0,4919.0,0.78,0.74,2016.0,Transit,618.0
Kepler-1397 b,1.72,3.61,47.449955,0.25861,0.0,6026.0,1.09,1.12,2016.0,Transit,1198.25
Kepler-1398 b,0.9,0.666,2.78815679,0.03909,0.0,6126.0,1.13,1.18,2016.0,Transit,852.204
Kepler-1396 b,2.07,4.94,18.2206421,0.1406,0.0,6195.0,1.18,1.27,2016.0,Transit,1066.46
Kepler-1302 b,1.43,2.63,8.83922659,0.0795,0.0,5236.0,0.86,0.82,2016.0,Transit,634.58
Kepler-1304 b,2.29,5.86,16.1288853,0.1202,0.0,5259.0,0.85,0.81,2016.0,Transit,2176.08
Kepler-1350 b,2.52,6.9,4.4968604,0.0413,0.0,3827.0,0.55,0.53,2016.0,Transit,340.691
Kepler-1348 b,1.94,4.42,27.5722742,0.1834,0.0,5911.0,1.04,1.04,2016.0,Transit,1213.82
Kepler-1387 b,0.93,0.749,2.279526656,0.031,0.0,5046.0,0.82,0.77,2016.0,Transit,455.358
